Link to video,Original Title,Original Transcript,Original Summary
https://jelly-shareables.s3.amazonaws.com/1D6FBCF9-1BE3-4F47-9A1B-4B95597F8FC5/1D6FBCF9-1BE3-4F47-9A1B-4B95597F8FC5_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/20906A5C-848F-4F82-A17E-1B9A94A60AFE/20906A5C-848F-4F82-A17E-1B9A94A60AFE_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/23022160-4A37-4CC0-8D6D-EBB209C81EA4/23022160-4A37-4CC0-8D6D-EBB209C81EA4_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/23C8D53E-7BC3-427E-B2C4-419E3DC7BFB3/23C8D53E-7BC3-427E-B2C4-419E3DC7BFB3_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/4D53EF2E-ACEB-4D35-B12C-9A932E1F240B/4D53EF2E-ACEB-4D35-B12C-9A932E1F240B_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/4E5EDC97-1A78-4BF1-B96C-F89F4D4DD2E7/4E5EDC97-1A78-4BF1-B96C-F89F4D4DD2E7_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/6A91DFA7-6A4F-4045-AB82-F26B929EE69B/6A91DFA7-6A4F-4045-AB82-F26B929EE69B_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/D0C49B1A-9795-4571-BBEC-8423EFA7CF5B/D0C49B1A-9795-4571-BBEC-8423EFA7CF5B_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/EA064186-A963-4847-B818-671CE15986EA/EA064186-A963-4847-B818-671CE15986EA_original.mp4,,,
https://jelly-shareables.s3.amazonaws.com/ED9C8D92-BFE7-4CAB-B59B-0B7783FC031D/ED9C8D92-BFE7-4CAB-B59B-0B7783FC031D_original.mp4,,,
